Kepler ID,KOI Name,Kepler Disposition,NExScI Disposition,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,Last vet Update,,,
integer,string,string,string,ra,dec,double,double,real,double,double,float,float,float,real,float,float,float,float,integer,integer,float,float,float,float,float,string,string,integer,integer,float,string,real,float,float,datetime,,,
11912987,K04461.01,FALSE POSITIVE,FALSE POSITIVE,19 24 01.963,+50 15 20.12,134.1729,3.747935,66,3.82,0.03,0,88,0.047,0,,0.007,7,0.74,1141,,,,0.907,,,,,261,1,0.928,mandel-agol_geometric_transit_model,9.9,4660.44,4023.28,9/5/13 0:00,,,
11913012,K00544.01,FALSE POSITIVE,FALSE POSITIVE,19 24 05.405,+50 15 32.79,171.6648,3.7478426,423,3.6465,,0.027,89.95,0.048,0,,0.018,7.96,2,1215,6111,4.49,,0.97,1.068,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),58.4,,1.24,10/25/13 0:00
11913013,K01462.01,FALSE POSITIVE,FALSE POSITIVE,19 24 05.522,+50 15 44.01,355.3136,3.747802,6002,4.0261,,0.96,72.19,0.047,0,,0.113,3.1,12.4,1176,5780,4.44,,1,1,,J-K,,,1,,Mandel and Agol (2002, ApJ,580, 171),51.5,,1.17,10/25/13 0:00
11913072,K04729.01,FALSE POSITIVE,FALSE POSITIVE,19 24 14.744,+50 13 36.98,134.215,3.747694,64,2.78,0.02,0,89,0.049,0,,0.007,10,0.9,1304,,,,1.076,,,,,260,1,0.914,mandel-agol_geometric_transit_model,7.7,4217.71,3408.11,9/5/13 0:00,,,
11913073,K00011.01,FALSE POSITIVE,FALSE POSITIVE,19 24 14.766,+50 15 54.46,171.6641,3.7478395,764,3.6646,,0.031,89.95,0.045,0,,0.025,8.023,2.11,1011,5478,4.59,,0.79,0.892,0.6,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),219.1,,3.58,10/25/13 0:00
11918099,K00780.01,CANDIDATE,CANDIDATE,19 35 19.995,+50 13 49.26,171.75876,2.3374551,950,1.9584,,0.24,88.24,0.031,0,,0.028,9.1,2.03,1020,4963,4.66,,0.67,0.76,1.8,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),88.9,,1.33,10/25/13 0:00
11918099,K00780.02,CANDIDATE,CANDIDATE,19 35 19.995,+50 13 49.26,137.756,7.24068,535,1.0123,,0.966,87.09,0.067,0,,0.029,19.4,2.1,694,4963,4.66,,0.67,0.76,1.8,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),17.3,,1.85,10/25/13 0:00
11922678,K02425.01,FALSE POSITIVE,FALSE POSITIVE,19 43 51.079,+50 14 24.90,133.7878,3.512909,95,3.0714,,0.027,89.95,0.048,0,,0.009,8.84,1.19,1461,6466,4.31,,1.26,1.19,2.24,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),25,,1.02,10/25/13 0:00
11922722,K02301.01,FALSE POSITIVE,FALSE POSITIVE,19 43 56.316,+50 14 53.52,133.7974,3.512883,139,3.3613,,0.54,85.37,0.043,0,,0.011,6.9,1.14,1138,5482,4.4,,0.95,0.833,13.7,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),33.6,,1.13,10/25/13 0:00
11922778,K03408.01,CANDIDATE,CANDIDATE,19 44 01.655,+50 16 54.52,176.248,65.4293,309,9.7,0.2,0,90,0.322,0,,0.016,48,1.7,453,,,,0.94,,,,,16,1,0.856,mandel-agol_geometric_transit_model,12.1,864.98,736.24,6/6/13 0:00,,,
11923270,K00781.01,CANDIDATE,CANDIDATE,19 44 53.269,+50 17 13.99,180.39484,11.598192,2928,2.4781,,0.71,88.81,0.082,0,,0.053,28,2.99,441,3983,4.74,,0.516,0.538,13.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),81.2,,1.29,10/25/13 0:00
11923284,K02026.01,CANDIDATE,CANDIDATE,19 44 55.203,+50 16 30.83,131.875,2.758006,212,2.0383,,0.46,87.09,0.041,0,,0.014,9.4,1.94,1595,6424,4.28,,1.3,1.18,2.81,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),61.4,,1.36,10/25/13 0:00
11954842,K01530.01,CANDIDATE,CANDIDATE,19 05 44.077,+50 18 01.19,139.7812,12.98497,280,3.4568,,0.53,88.81,0.112,0,,0.016,24.8,1.89,861,6267,4.41,,1.09,1.11,1.48,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),44.1,,1.43,10/25/13 0:00
11955499,K01512.01,FALSE POSITIVE,FALSE POSITIVE,19 07 33.003,+50 22 37.46,137.8672,9.041798,743,2.2317,,0.85,87.09,0.079,0,,0.029,17.9,2.2,673,5119,4.65,,0.7,0.8,0.7,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),37.2,,1.29,10/25/13 0:00
11960862,K00782.01,CANDIDATE,CANDIDATE,19 20 23.533,+50 19 17.79,173.63286,6.575324,2741,4.291,,0.3,88.81,0.069,0,,0.048,11.8,5.5,1030,6014,4.41,,1.04,1.01,4.1,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),225.5,,2.32,10/25/13 0:00
11962284,K02647.01,CANDIDATE,CANDIDATE,19 23 57.414,+50 18 29.02,135.5501,8.83915,282,1.8752,,0.26,89.38,0.077,0,,0.015,35,1.4,766,5278,4.49,,0.83,0.79,13.7,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),15.8,,1.08,10/25/13 0:00
11963206,K02820.01,CANDIDATE,CANDIDATE,19 26 11.543,+50 21 11.92,131.6276,3.009121,207,2.4583,,0.13,89.38,0.041,0,,0.013,9.3,1.26,1219,5900,4.53,,0.9,1.007,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),17.7,,1.12,10/25/13 0:00
11966253,K02772.01,FALSE POSITIVE,FALSE POSITIVE,19 33 16.685,+50 21 51.34,131.8362,0.6434704,143,1.2168,,0.65,78.5,0.014,0,,0.012,3.2,1.29,2165,5751,4.38,,1.02,0.92,8.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),26,,1.12,10/25/13 0:00
11967788,K04021.01,CANDIDATE,CANDIDATE,19 36 08.247,+50 22 17.94,133.1229,7.235296,112,3.2,0.03,0,90,0.085,0,,0.01,17,2.09,1527,,,,1.948,,,,,135,2,0.378,mandel-agol_geometric_transit_model,16,2286.26,1854.27,6/6/13 0:00,,,
11967788,K04021.02,CANDIDATE,CANDIDATE,19 36 08.247,+50 22 17.94,132.4534,4.932088,67.8,3.46,0.03,0,89,0.066,0,,0.008,11,1.63,1735,,,,1.948,,,,,190,2,0.646,mandel-agol_geometric_transit_model,11.4,3653.23,2960.13,6/6/13 0:00,,,
11968463,K02433.01,CANDIDATE,CANDIDATE,19 37 21.233,+50 20 11.54,144.443,15.16342,344,5.655,,0.29,89.38,0.124,0,,0.018,20,2.07,779,6084,4.44,,1.04,1.1,,KIC,,,2,,Mandel and Agol (2002, ApJ,580, 171),25.7,,1.89,10/25/13 0:00
11968463,K02433.02,CANDIDATE,CANDIDATE,19 37 21.233,+50 20 11.54,353.6272,10.04325,447,5.1359,,0.1,89.38,0.094,0,,0.02,15.2,2.29,895,6084,4.44,,1.04,1.1,,KIC,,,2,,Mandel and Agol (2002, ApJ,580, 171),29.6,,2.01,10/25/13 0:00
11968463,K02433.03,CANDIDATE,CANDIDATE,19 37 21.233,+50 20 11.54,163.113,56.4163,477,7.6,0.2,0,90,0.298,0,,0.02,56,2.3,502.9,,,,1.045,,,,,13,2,0.892,mandel-agol_geometric_transit_model,10.9,503.18,383.96,9/12/13 0:00,,,
11968463,K02433.04,CANDIDATE,CANDIDATE,19 37 21.233,+50 20 11.54,154.94,27.90416,334,5.2,0.1,0,90,0.186,0,,0.017,40,1.9,635.9,,,,1.045,,,,,26,2,0.478,mandel-agol_geometric_transit_model,9.2,750.97,635.48,9/12/13 0:00,,,
11968463,K02433.05,FALSE POSITIVE,FALSE POSITIVE,19 37 21.233,+50 20 11.54,132.0227,0.646738,123,0.97,0.2,0.972,48,0.015,0,,0.013,1.45,1.54,2230.4,,,,1.045,,,,,1036,2,0.903,mandel-agol_geometric_transit_model,10.1,7507.61,5861.22,7/31/13 0:00,,,
11968513,K03587.01,FALSE POSITIVE,FALSE POSITIVE,19 37 26.785,+50 18 18.94,132.095759,1.03657507,89591,2.2957,2.04,0.905,75.89,0.02,0,,0.406,3.712,34.3,1471.3,,,,0.773,,,,,742,1,1,mandel-agol_geometric_transit_model,648.9,9893.81,32872.4,7/31/13 0:00,,,
11969092,K04375.01,FALSE POSITIVE,FALSE POSITIVE,19 38 33.574,+50 20 03.08,131.5905602,0.63843596,1881.7,1.5,0.0564165,0.1,88.3,0.013,0,,0.039,3.362,2.786,1534.7,,,,0.66,,,,,0,1,-1,mandel-agol_geometric_transit_model,,,,7/31/13 0:00,,,
11969988,K04011.01,CANDIDATE,CANDIDATE,19 40 12.774,+50 20 51.86,132.0216,2.190656,33.9,4.02,0.029,0.5,82,0.034,0,,0.005,3.6,0.68,1581,,,,1.138,,,,,448,1,0.843,mandel-agol_geometric_transit_model,15.2,10547.89,8745.95,7/31/13 0:00,,,
11970050,K04893.01,CANDIDATE,CANDIDATE,19 40 19.666,+50 20 40.56,138.0439,6.58754,307,2.28,0.3,0.93,84,0.069,0,,0.019,9,1.97,964,,,,0.928,,,,,152,1,0.901,mandel-agol_geometric_transit_model,8.1,807.18,667.17,7/31/13 0:00,,,
11970988,K04129.01,CANDIDATE,CANDIDATE,19 42 07.075,+50 22 13.44,133.0367,2.314865,69,1.77,0.06,0.87,80,0.031,0,,0.009,5,0.76,1138,,,,0.782,,,,,422,1,0.313,mandel-agol_geometric_transit_model,11.7,4063.09,3457.5,6/6/13 0:00,,,
11972666,K00545.01,FALSE POSITIVE,FALSE POSITIVE,19 45 02.278,+50 20 39.74,170.3756,1.0917315,211,2.1099,,0.13,88.24,0.02,0,,0.013,4,1.06,1435,5321,4.62,,0.75,0.851,0.6,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),40.9,,1.2,10/25/13 0:00
11972872,K04089.01,FALSE POSITIVE,FALSE POSITIVE,19 45 23.093,+50 23 26.84,131.9084,0.5310965,172,1.17,0.17,0.953,39,0.012,0,,0.016,1.22,1.25,1733,,,,0.719,,,,,1834,1,0.849,mandel-agol_geometric_transit_model,14.4,14632.66,11677.53,7/31/13 0:00,,,
11973517,K04862.01,CANDIDATE,CANDIDATE,19 46 23.518,+50 21 23.94,131.5131,0.903774,247,0.76,2,1,65,0.016,0,,0.03,2.4,2,1198,,,,0.585,,,,,1078,1,0.652,mandel-agol_geometric_transit_model,10.2,5613.58,4529.75,7/31/13 0:00,,,
11974540,K00129.01,FALSE POSITIVE,FALSE POSITIVE,19 48 02.263,+50 22 20.34,132.86438,24.6691698,7685,7.015,,0.032,89.95,0.181,0,,0.078,28.95,11.8,824,6741,4.26,,1.39,1.29,1.59,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),975.3,,4.05,10/25/13 0:00
12004971,K03194.01,CANDIDATE,CANDIDATE,19 06 30.850,+50 28 16.58,131.6583,10.813206,91.5,1.156,0.011,0.3,89.7,0.102,0,,0.009,69,1.26,1020,,,,1.287,,,,,74,1,0.144,mandel-agol_geometric_transit_model,14.1,585.28,430.69,6/6/13 0:00,,,
12008872,K02729.01,CANDIDATE,CANDIDATE,19 16 15.564,+50 27 39.50,141.9311,14.88811,252,4.982,,0.37,88.81,0.121,0,,0.014,22,1.8,833,6146,4.35,,1.14,1.06,3.9,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),29,,1.28,10/25/13 0:00
12009347,K03792.01,FALSE POSITIVE,FALSE POSITIVE,19 17 23.672,+50 28 58.30,133.57628,2.7238554,3740,1.34,0.16,0.74,86.4,0.032,0,,0.061,11.8,3.83,809,,,,0.571,,,,,355,1,0,mandel-agol_geometric_transit_model,73.4,2697.29,3328.84,7/31/13 0:00,,,
12012439,K04646.01,FALSE POSITIVE,FALSE POSITIVE,19 24 50.991,+50 27 12.82,132.9702,2.975984,138,3.26,0.61,0.967,63,0.039,0,,0.014,2.13,1.3,1124,,,,0.83,,,,,331,1,0.16,mandel-agol_geometric_transit_model,9.4,5661.19,4873.71,9/5/13 0:00,,,
12016267,K02590.01,FALSE POSITIVE,FALSE POSITIVE,19 34 01.685,+50 27 00.43,135.6825,11.74902,38,4.0965,,0.64,87.66,0.111,0,,0.006,16.9,1.13,1132,6434,4.07,,1.77,1.32,2.91,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),14,,1.34,10/25/13 0:00
12016267,K02590.02,CANDIDATE,CANDIDATE,19 34 01.685,+50 27 00.43,134.46,22.78872,43,8.45,0.05,0,90,0.173,0,,0.006,21,1.2,908,,,,1.767,,,,,45,1,0.426,mandel-agol_geometric_transit_model,7.9,2075.63,1823.87,6/6/13 0:00,,,
12017109,K02106.01,CANDIDATE,CANDIDATE,19 35 36.138,+50 25 37.39,134.0554,9.7538,452,2.3226,,0.87,87.09,0.088,0,,0.023,17.2,2.2,797,5770,4.55,,0.86,0.969,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),24.8,,1.31,10/25/13 0:00
12017140,K00358.01,FALSE POSITIVE,FALSE POSITIVE,19 35 39.573,+50 28 09.59,172.80193,22.8452414,47723,5.0903,,0.605,88.81,0.164,0,,0.211,38.155,24,694,6255,4.46,,1.04,1.12,0.2,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),4922.2,,8.03,10/25/13 0:00
12019440,K00186.01,CANDIDATE,CANDIDATE,19 39 59.114,+50 28 12.21,133.668242,3.2432603,16552,3.0325,,0.03,89.95,0.044,0,,0.117,9.14,12.3,1258,6089,4.5,,0.97,1.06,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),2016.1,,1.58,10/25/13 0:00
12020218,K01507.01,CANDIDATE,CANDIDATE,19 41 36.606,+50 28 43.07,135.0649,21.35913,622,6.1108,,0.847,87.09,0.155,0,,0.026,15.5,2.8,689,6150,4.47,,1,1.09,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),34.7,,1.41,10/25/13 0:00
12020329,K00783.01,CANDIDATE,CANDIDATE,19 41 49.270,+50 29 40.42,169.99458,7.275026,3076,7.5923,,0.596,84.8,0.07,0,,0.052,6.4,4.3,782,5379,4.61,,0.76,0.863,0.6,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),363.2,,1.37,10/25/13 0:00
12021387,K03522.01,FALSE POSITIVE,FALSE POSITIVE,19 43 38.599,+50 24 35.14,223.99242,241.07079,70784,9.877,2.336,0.419,89.89,1.006,0,,0.254,220.34,69.962,666,,,,2.526,,,,,4,1,0.049,mandel-agol_geometric_transit_model,4004,166.91,454.98,7/31/13 0:00,,,
12021625,K02996.01,CANDIDATE,CANDIDATE,19 44 02.263,+50 29 54.16,141.8136,15.93134,742,3.0024,,1.25,83.08,0.119,0,,0.28,10.7,24,611,5426,4.6,,0.78,0.878,0.7,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),16.4,,1.03,10/25/13 0:00
12021811,K04905.01,FALSE POSITIVE,FALSE POSITIVE,19 44 21.738,+50 24 31.58,131.6973,0.739404,135,1.2,0.38,0.982,36,0.013,0,,0.015,1.22,0.92,1184,,,,0.544,,,,,1326,1,0.892,mandel-agol_geometric_transit_model,7,23195.18,18362.7,7/31/13 0:00,,,
12023078,K02888.01,FALSE POSITIVE,FALSE POSITIVE,19 46 20.962,+50 29 26.74,131.98911,0.6234426,124,1.0742,,0.965,55,0.016,0,,0.014,1.69,4.55,3249,5398,3.64,,2.98,1.427,2.94,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),60.9,,1.43,10/25/13 0:00
12023089,K03727.01,FALSE POSITIVE,FALSE POSITIVE,19 46 21.958,+50 29 24.10,131.67181,0.6234416,5380,1.5,0.095,0.1,88,0.014,0,,0.067,3.4,6.46,1795.3,,,,0.889,,,,,1241,1,1,mandel-agol_geometric_transit_model,91.3,9567.26,16164.4,7/31/13 0:00,,,
12024120,K00265.01,CANDIDATE,CANDIDATE,19 48 04.519,+50 24 32.33,169.7468,3.568065,96,3.431,,0.816,80.21,0.048,0,,0.01,4.81,1.29,1320,6040,4.36,,1.18,1.156,2.9,SPC,,,1,,Mandel and Agol (2002, ApJ,580, 171),57.5,,1.37,10/25/13 0:00
12055539,K03261.01,CANDIDATE,CANDIDATE,19 11 28.176,+50 35 44.09,137.5708,12.270621,308,3.26,0.07,0.5,89,0.106,0,,0.017,25,1.7,805,,,,0.96,,,,,81,1,0.56,mandel-agol_geometric_transit_model,14.7,1506.46,1258.18,6/6/13 0:00,,,
12056139,K03262.01,CANDIDATE,CANDIDATE,19 12 55.620,+50 34 04.36,137.726,13.22722,213,5.9,0.1,0,89,0.113,0,,0.013,17,1.5,809,,,,0.998,,,,,75,1,0.004,mandel-agol_geometric_transit_model,11.3,2490.02,2022.79,6/6/13 0:00,,,
12058147,K02072.01,CANDIDATE,CANDIDATE,19 17 26.082,+50 35 54.53,131.5563,1.543198,85,2.7875,,0.83,71.05,0.027,0,,0.009,2.59,1.02,1630,6125,4.48,,0.98,1.076,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),36.6,,1.19,10/25/13 0:00
12058204,K02218.01,CANDIDATE,CANDIDATE,19 17 33.120,+50 35 49.38,132.7626,5.535301,261,2.8058,,0.61,87.09,0.061,0,,0.015,12.2,1.47,968,5803,4.55,,0.87,0.978,0.5,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),29.1,,1.12,10/25/13 0:00
12058204,K02218.02,CANDIDATE,CANDIDATE,19 17 33.120,+50 35 49.38,143.7481,16.72617,205,2.7866,,0.85,88.24,0.127,0,,0.015,26,1.43,671,5803,4.55,,0.87,0.978,0.5,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),11.9,,1.1,10/25/13 0:00
12058931,K00546.01,CANDIDATE,CANDIDATE,19 19 19.226,+50 35 10.46,170.1879,20.68438,869,6.4144,,0.31,89.38,0.152,0,,0.027,24.1,3,704,6188,4.47,,1.01,1.1,0.5,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),63.1,,0.98,10/25/13 0:00
12058931,K00546.02,CANDIDATE,CANDIDATE,19 19 19.226,+50 35 10.46,131.4191,9.82598,463,4.7769,,0.41,88.24,0.093,0,,0.02,14.7,2.2,900,6188,4.47,,1.01,1.1,0.5,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),40.6,,1.15,10/25/13 0:00
12061096,K02642.01,FALSE POSITIVE,FALSE POSITIVE,19 24 32.732,+50 34 33.38,141.5338,15.050298,698,1.9827,,0.98,86.52,0.118,0,,0.039,17.1,3.6,686,5764,4.55,,0.86,0.97,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),17.7,,1.57,10/25/13 0:00
12061222,K00484.01,CANDIDATE,CANDIDATE,19 24 53.064,+50 34 52.68,175.0586,17.205222,1055,3.7321,,0.6,88.81,0.123,0,,0.031,29,2.46,565,5254,4.63,,0.731,0.834,0.6,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),83.6,,1.39,10/25/13 0:00
12061238,K01502.01,FALSE POSITIVE,FALSE POSITIVE,19 24 55.474,+50 34 01.27,133.1285,1.876402,436,2.3778,,0.97,63.6,0.028,0,,0.028,2.2,2.1,1154,5175,4.64,,0.71,0.813,1,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),45.8,,1.24,10/25/13 0:00
12061969,K02061.01,CANDIDATE,CANDIDATE,19 26 38.284,+50 35 01.97,141.1385,14.092768,751,4.1474,,0.07,89.95,0.104,0,,0.024,27,1.83,570,5013,4.64,,0.69,0.764,4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),23.7,,1.28,10/25/13 0:00
12061969,K02061.02,CANDIDATE,CANDIDATE,19 26 38.284,+50 35 01.97,131.5936,1.089979,154,1.46,0.08,0.9,72,0.019,0,,0.014,3,1,1335,,,,0.691,,,,,874,1,0.305,mandel-agol_geometric_transit_model,7.9,6383.81,5229.55,7/31/13 0:00,,,
12062660,K03746.01,FALSE POSITIVE,FALSE POSITIVE,19 28 17.014,+50 32 48.48,133.7171,2.9292959,108741,6.54,5.5,0.89,76.7,0.04,0,,0.433,3.85,47.3,1273.8,,,,1,,,,,89,1,0.636,mandel-agol_geometric_transit_model,268.1,3223.35,2948.66,7/31/13 0:00,,,
12062667,K01487.01,FALSE POSITIVE,FALSE POSITIVE,19 28 17.446,+50 32 53.84,133.71726,2.929296,469,4.8631,,0.009,89.95,0.043,0,,0.019,4.71,2.9,1656,6654,4.27,,1.37,1.26,1.87,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),171.1,,3.33,10/25/13 0:00
12066335,K00784.01,CANDIDATE,CANDIDATE,19 35 53.606,+50 31 54.88,186.775,19.27147,1199,2.9239,,0.5,89.38,0.117,0,,0.032,45.4,1.93,406,4237,4.72,,0.551,0.58,13.8,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),40.3,,0.98,10/25/13 0:00
12066335,K00784.02,CANDIDATE,CANDIDATE,19 35 53.606,+50 31 54.88,136.2891,10.065186,922,1.4732,,0.87,88.24,0.076,0,,0.033,29.4,1.97,503,4237,4.72,,0.551,0.58,13.8,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),33.5,,1.06,10/25/13 0:00
12066569,K03282.01,CANDIDATE,CANDIDATE,19 36 19.937,+50 30 09.97,157.023,49.27707,1393,3.7,0.3,0.7,89.4,0.216,0,,0.037,76,2.1,280.9,,,,0.526,,,,,20,1,0.88,mandel-agol_geometric_transit_model,12.8,420.82,350.56,6/6/13 0:00,,,
12068975,K00623.01,CANDIDATE,CANDIDATE,19 40 54.346,+50 33 32.32,174.066,10.349678,109,4.3119,,0.872,84.8,0.089,0,,0.011,9.43,1.4,942,5877,4.23,,1.18,0.864,11.7,SPC,,,4,,Mandel and Agol (2002, ApJ,580, 171),45.7,,2.05,10/25/13 0:00
12068975,K00623.02,CANDIDATE,CANDIDATE,19 40 54.346,+50 33 32.32,179.4702,15.67757,107,5.4087,,0.841,85.94,0.117,0,,0.011,12.43,1.36,822,5877,4.23,,1.18,0.864,11.7,SPC,,,4,,Mandel and Agol (2002, ApJ,580, 171),39.2,,1.28,10/25/13 0:00
12068975,K00623.03,CANDIDATE,CANDIDATE,19 40 54.346,+50 33 32.32,171.4706,5.59935,80,3.8414,,0.842,82.51,0.059,0,,0.009,6.26,1.18,1157,5877,4.23,,1.18,0.864,11.7,SPC,,,4,,Mandel and Agol (2002, ApJ,580, 171),46.9,,1.14,10/25/13 0:00
12068975,K00623.04,CANDIDATE,CANDIDATE,19 40 54.346,+50 33 32.32,154.416,25.20971,73,6.4688,,0.831,87.09,0.16,0,,0.009,17.07,1.12,703,5877,4.23,,1.18,0.864,11.7,SPC,,,4,,Mandel and Agol (2002, ApJ,580, 171),37.2,,1.79,10/25/13 0:00
12069414,K04512.01,CANDIDATE,CANDIDATE,19 41 48.142,+50 32 31.60,131.8093103,0.589459002,3989.3,1.5,0.0813723,0.1,88.19,0.014,0,,0.057,3.158,6.19,1923.5,,,,0.999,,,,,0,1,-1,mandel-agol_geometric_transit_model,,,,7/31/13 0:00,,,
12070811,K00785.01,CANDIDATE,CANDIDATE,19 44 05.120,+50 34 04.01,178.7492,12.39343,942,3.5953,,0.81,87.09,0.102,0,,0.031,16.9,2.8,701,5605,4.58,,0.82,0.927,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),39.3,,1.07,10/25/13 0:00
12071037,K02388.01,FALSE POSITIVE,FALSE POSITIVE,19 44 28.345,+50 30 59.72,134.927,6.096917,102,7.3322,,0.06,89.38,0.065,0,,0.009,6.4,0.97,1018,5902,4.43,,0.99,0.976,4.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),19.6,,2.75,10/25/13 0:00
12071754,K04914.01,CANDIDATE,CANDIDATE,19 45 36.226,+50 33 30.02,133.557,5.47485,57.1,5.38,0.04,0,88,0.062,0,,0.007,8,0.72,1046,,,,0.952,,,,,181,1,0.143,mandel-agol_geometric_transit_model,7.7,5479.7,4526.97,6/27/13 0:00,,,
12072872,K03017.01,CANDIDATE,CANDIDATE,19 47 26.221,+50 33 36.58,132.8027,2.462885,45,1.9851,,0.75,83.08,0.035,0,,0.007,6.2,0.77,1437,5936,4.38,,1.05,0.982,5.9,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),12.3,,1.08,10/25/13 0:00
12105051,K00141.01,CANDIDATE,CANDIDATE,19 12 09.192,+50 39 05.80,132.30438,2.6242336,2616,1.4219,,0.828,84.8,0.037,0,,0.053,9.2,5.43,1202,5425,4.5,,0.933,1.002,2.2,SPC,,,1,,Mandel and Agol (2002, ApJ,580, 171),447.3,,1.42,10/25/13 0:00
12106929,K00359.01,FALSE POSITIVE,FALSE POSITIVE,19 16 40.847,+50 37 39.44,171.576,5.937192,415,3.8512,,0.029,89.95,0.065,0,,0.018,11.99,1.83,988,5954,4.52,,0.92,1.023,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),74,,1.24,10/25/13 0:00
12106934,K03895.01,FALSE POSITIVE,FALSE POSITIVE,19 16 41.440,+50 37 50.01,135.901,5.93755,34644,4.88,1.59,0.768,84.77,0.064,0,,0.189,8.43,20.6,1006.5,,,,1,,,,,31,1,0.773,mandel-agol_geometric_transit_model,29.7,678.4,574.64,7/31/13 0:00,,,
12107008,K04297.01,FALSE POSITIVE,FALSE POSITIVE,19 16 50.003,+50 36 57.56,135.9396,5.937173,96.1,3.55,0.03,0,90,0.061,0,,0.009,13,0.8,909,,,,0.859,,,,,163,1,0.325,mandel-agol_geometric_transit_model,10.7,2662.78,2177.32,9/5/13 0:00,,,
12107021,K00360.01,FALSE POSITIVE,FALSE POSITIVE,19 16 51.555,+50 39 03.32,171.579,5.94174,36,3.9905,,0.62,85.94,0.067,0,,0.006,9,0.69,1083,6104,4.42,,1.085,1.122,1.5,SPC,,,1,,Mandel and Agol (2002, ApJ,580, 171),54,,1.9,10/25/13 0:00
12108293,K04540.01,FALSE POSITIVE,FALSE POSITIVE,19 19 45.645,+50 39 09.98,131.6677,0.705467,60,2.2,0.02,0.6,73,0.015,0,,0.007,2,0.62,1716,,,,0.769,,,,,1390,1,0.369,mandel-agol_geometric_transit_model,10.1,16580.66,13384.12,9/5/13 0:00,,,
12108312,K01492.01,FALSE POSITIVE,FALSE POSITIVE,19 19 48.186,+50 39 26.10,133.80677,0.7054477,483,2.584,,1.224,22.35,0.015,0,,0.246,1.32,22.9,1904,5725,4.56,,0.85,0.959,0.5,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),125.8,,1.02,10/25/13 0:00
12108364,K04592.01,FALSE POSITIVE,FALSE POSITIVE,19 19 54.697,+50 40 05.73,131.6568,0.705499,111,1.17,0.46,0.988,20.7,0.015,0,,0.014,1.056,1.34,1933,,,,0.875,,,,,1390,1,0.995,mandel-agol_geometric_transit_model,8.7,13942.54,11182.51,9/5/13 0:00,,,
